,OR,pval,p_adj,genes,source
cell communication by electrical coupling,0.0,1.0,1.0,,Pure_NetAn_GO
cell cycle phase transition,0.0,1.0,1.0,,Pure_NetAn_GO
cell death,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of monocyte chemotactic protein-1 production,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of monocyte differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of multicellular organism growth,0.0,1.0,1.0,,Pure_NetAn_GO
cell junction assembly,0.0,1.0,1.0,,Pure_NetAn_GO
cell maturation,0.0,1.0,1.0,,Pure_NetAn_GO
cell migration involved in gastrulation,0.0,1.0,1.0,,Pure_NetAn_GO
cell morphogenesis involved in neuron differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of peptidase activity,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of nitric oxide biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of norepinephrine secretion,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of myoblast differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of natural killer cell mediated cytotoxicity,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of mitochondrial depolarization,0.0,1.0,1.0,,Pure_NetAn_GO
cell surface pattern recognition receptor signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
cell surface receptor protein serine/threonine kinase signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
cell surface receptor protein tyrosine phosphatase signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of oxidoreductase activity,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of toll-like receptor 2 signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of toll-like receptor 9 signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of transcription by RNA polymerase I,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of transcription by RNA polymerase III,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of stress-activated MAPK cascade,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of synaptic plasticity,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of synaptic transmission,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of prostaglandin biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of peptidyl-threonine phosphorylation,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of peroxisome proliferator activated receptor signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of phagocytosis,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of photoreceptor cell differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of plasminogen activation,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of receptor recycling,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of protein kinase activity,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of protein metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of protein processing,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of protein secretion,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of platelet activation,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of platelet-derived growth factor receptor signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
caveola assembly,0.0,1.0,1.0,,Pure_NetAn_GO
cell body fiber,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of protein sumoylation,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of protein transport,0.0,1.0,1.0,,Pure_NetAn_GO
intestinal stem cell homeostasis,0.0,1.0,1.0,,Pure_NetAn_GO
intracellular cholesterol transport,0.0,1.0,1.0,,Pure_NetAn_GO
iron import into cell,0.0,1.0,1.0,,Pure_NetAn_GO
iron ion transmembrane transport,0.0,1.0,1.0,,Pure_NetAn_GO
iron ion transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
iron ion transport,0.0,1.0,1.0,,Pure_NetAn_GO
iron-responsive element binding,0.0,1.0,1.0,,Pure_NetAn_GO
iron-sulfur cluster binding,0.0,1.0,1.0,,Pure_NetAn_GO
intracellular pH reduction,0.0,1.0,1.0,,Pure_NetAn_GO
intracellular cyclic nucleotide activated cation channel complex,0.0,1.0,1.0,,Pure_NetAn_GO
intracellular magnesium ion homeostasis,0.0,1.0,1.0,,Pure_NetAn_GO
intracellular manganese ion homeostasis,0.0,1.0,1.0,,Pure_NetAn_GO
intestinal epithelial cell maturation,0.0,1.0,1.0,,Pure_NetAn_GO
intestinal epithelial structure maintenance,0.0,1.0,1.0,,Pure_NetAn_GO
intracellular transport,0.0,1.0,1.0,,Pure_NetAn_GO
intracellular water homeostasis,0.0,1.0,1.0,,Pure_NetAn_GO
intracellular zinc ion homeostasis,0.0,1.0,1.0,,Pure_NetAn_GO
intracellular organelle,0.0,1.0,1.0,,Pure_NetAn_GO
intracellular oxygen homeostasis,0.0,1.0,1.0,,Pure_NetAn_GO
dopamine:sodium symporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
dolichol metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
dolichol-phosphate-mannose synthase complex,0.0,1.0,1.0,,Pure_NetAn_GO
dolichyl diphosphate biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
dolichyl-diphosphooligosaccharide-protein glycotransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
dolichyl-phosphate beta-D-mannosyltransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
dolichyl-phosphate-mannose-protein mannosyltransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
dopamine binding,0.0,1.0,1.0,,Pure_NetAn_GO
cardiac ventricle morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
cardiolipin acyl-chain remodeling,0.0,1.0,1.0,,Pure_NetAn_GO
cardiolipin biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
cargo receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
carnitine O-acetyltransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
carnitine O-octanoyltransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
carnitine O-palmitoyltransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
carnitine biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
catechol O-methyltransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
catecholamine catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
carnitine metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
"carnitine metabolic process, CoA-linked",0.0,1.0,1.0,,Pure_NetAn_GO
carnitine transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
carnitine transport,0.0,1.0,1.0,,Pure_NetAn_GO
carotene catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of regulatory T cell differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of response to cytokine stimulus,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of retinoic acid receptor signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of ryanodine-sensitive calcium-release channel activity,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of single stranded viral RNA replication via double stranded DNA intermediate,0.0,1.0,1.0,,Pure_NetAn_GO
catalase activity,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of thymocyte apoptotic process,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of small GTPase mediated signal transduction,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of smooth muscle cell differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of smooth muscle cell proliferation,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of steroid biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of stress fiber assembly,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of receptor-mediated endocytosis,0.0,1.0,1.0,,Pure_NetAn_GO
cardiac muscle cell myoblast differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
cardiac muscle cell proliferation,0.0,1.0,1.0,,Pure_NetAn_GO
carboxylic acid binding,0.0,1.0,1.0,,Pure_NetAn_GO
carboxylic acid metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
carboxylic ester hydrolase activity,0.0,1.0,1.0,,Pure_NetAn_GO
carboxypeptidase activity,0.0,1.0,1.0,,Pure_NetAn_GO
cardiac conduction,0.0,1.0,1.0,,Pure_NetAn_GO
cardiac epithelial to mesenchymal transition,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of transcription initiation by RNA polymerase II,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of transforming growth factor beta1 production,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of translation in response to stress,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of translational initiation,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of translational initiation in response to stress,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of vasoconstriction,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of very-low-density lipoprotein particle clearance,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of triglyceride biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of triglyceride catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of type 2 immune response,0.0,1.0,1.0,,Pure_NetAn_GO
cardiac neural crest cell migration involved in outflow tract morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
cardiac septum development,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of wound healing,0.0,1.0,1.0,,Pure_NetAn_GO
nerve growth factor receptor binding,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of type II interferon-mediated signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
negative regulation of vascular wound healing,0.0,1.0,1.0,,Pure_NetAn_GO
neural crest cell differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
neural crest formation,0.0,1.0,1.0,,Pure_NetAn_GO
neuropeptide receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
neuropilin binding,0.0,1.0,1.0,,Pure_NetAn_GO
neurotransmitter receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
neurotransmitter secretion,0.0,1.0,1.0,,Pure_NetAn_GO
neuroendocrine cell differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
neuroepithelial cell differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
neural precursor cell proliferation,0.0,1.0,1.0,,Pure_NetAn_GO
neural tube formation,0.0,1.0,1.0,,Pure_NetAn_GO
nerve growth factor signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
netrin-activated signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
canalicular bile acid transport,0.0,1.0,1.0,,Pure_NetAn_GO
canonical glycolysis,0.0,1.0,1.0,,Pure_NetAn_GO
cap-dependent translational initiation,0.0,1.0,1.0,,Pure_NetAn_GO
carbohydrate biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
neuromuscular process,0.0,1.0,1.0,,Pure_NetAn_GO
neuroblast differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
cardiac left ventricle morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
carbohydrate phosphorylation,0.0,1.0,1.0,,Pure_NetAn_GO
carbon dioxide transmembrane transport,0.0,1.0,1.0,,Pure_NetAn_GO
carbon dioxide transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
carbon dioxide transport,0.0,1.0,1.0,,Pure_NetAn_GO
carbonyl reductase (NADPH) activity,0.0,1.0,1.0,,Pure_NetAn_GO
carboxy-lyase activity,0.0,1.0,1.0,,Pure_NetAn_GO
calcium-dependent protein serine/threonine phosphatase regulator activity,0.0,1.0,1.0,,Pure_NetAn_GO
calcium-independent phospholipase A2 activity,0.0,1.0,1.0,,Pure_NetAn_GO
calcium/calmodulin-dependent protein kinase activity,0.0,1.0,1.0,,Pure_NetAn_GO
calcium:sodium antiporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
calcium- and calmodulin-dependent protein kinase complex,0.0,1.0,1.0,,Pure_NetAn_GO
calcium-activated cation channel activity,0.0,1.0,1.0,,Pure_NetAn_GO
calcium-activated potassium channel activity,0.0,1.0,1.0,,Pure_NetAn_GO
"calmodulin-activated 3',5'-cyclic-GMP phosphodiesterase activity",0.0,1.0,1.0,,Pure_NetAn_GO
"calmodulin-activated dual specificity 3',5'-cyclic-GMP, 3',5'-cyclic-AMP phosphodiesterase activity",0.0,1.0,1.0,,Pure_NetAn_GO
camera-type eye photoreceptor cell differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
calcium-dependent protein serine/threonine kinase activity,0.0,1.0,1.0,,Pure_NetAn_GO
neuropeptide binding,0.0,1.0,1.0,,Pure_NetAn_GO
neuronal action potential,0.0,1.0,1.0,,Pure_NetAn_GO
neuron fate determination,0.0,1.0,1.0,,Pure_NetAn_GO
neuron fate specification,0.0,1.0,1.0,,Pure_NetAn_GO
neurotransmitter transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
neurotransmitter transport,0.0,1.0,1.0,,Pure_NetAn_GO
neurotransmitter uptake,0.0,1.0,1.0,,Pure_NetAn_GO
neuronal cell body membrane,0.0,1.0,1.0,,Pure_NetAn_GO
neuronal ribonucleoprotein granule,0.0,1.0,1.0,,Pure_NetAn_GO
neuronal signal transduction,0.0,1.0,1.0,,Pure_NetAn_GO
neuropeptide Y receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
neutrophil mediated immunity,0.0,1.0,1.0,,Pure_NetAn_GO
neutrophil-mediated killing of gram-negative bacterium,0.0,1.0,1.0,,Pure_NetAn_GO
nickel cation binding,0.0,1.0,1.0,,Pure_NetAn_GO
neutral L-amino acid transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
neutral L-amino acid:sodium symporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
neutral amino acid transport,0.0,1.0,1.0,,Pure_NetAn_GO
neutrophil activation involved in immune response,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear export signal receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
nicotinate-nucleotide adenylyltransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
nicotinate-nucleotide diphosphorylase (carboxylating) activity,0.0,1.0,1.0,,Pure_NetAn_GO
nitric oxide binding,0.0,1.0,1.0,,Pure_NetAn_GO
nitric oxide transport,0.0,1.0,1.0,,Pure_NetAn_GO
nitric oxide-cGMP-mediated signaling,0.0,1.0,1.0,,Pure_NetAn_GO
neutrophil extravasation,0.0,1.0,1.0,,Pure_NetAn_GO
calcium ion transport into cytosol,0.0,1.0,1.0,,Pure_NetAn_GO
calcium sensitive guanylate cyclase activator activity,0.0,1.0,1.0,,Pure_NetAn_GO
"calcium, potassium:sodium antiporter activity",0.0,1.0,1.0,,Pure_NetAn_GO
"calcium,diacylglycerol-dependent serine/threonine kinase activity",0.0,1.0,1.0,,Pure_NetAn_GO
nitric-oxide synthase activity,0.0,1.0,1.0,,Pure_NetAn_GO
nitric-oxide synthase binding,0.0,1.0,1.0,,Pure_NetAn_GO
nodal binding,0.0,1.0,1.0,,Pure_NetAn_GO
node of Ranvier,0.0,1.0,1.0,,Pure_NetAn_GO
calcium-dependent cysteine-type endopeptidase activity,0.0,1.0,1.0,,Pure_NetAn_GO
calcium-dependent phospholipase A2 activity,0.0,1.0,1.0,,Pure_NetAn_GO
calcium-dependent phospholipid binding,0.0,1.0,1.0,,Pure_NetAn_GO
calcium ion transmembrane transport via high voltage-gated calcium channel,0.0,1.0,1.0,,Pure_NetAn_GO
calcium ion transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
dosage compensation by inactivation of X chromosome,0.0,1.0,1.0,,Pure_NetAn_GO
dopamine biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
dopamine catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
dopamine metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
"dopamine neurotransmitter receptor activity, coupled via Gi/Go",0.0,1.0,1.0,,Pure_NetAn_GO
"dopamine neurotransmitter receptor activity, coupled via Gs",0.0,1.0,1.0,,Pure_NetAn_GO
dopamine transport,0.0,1.0,1.0,,Pure_NetAn_GO
dopamine uptake involved in synaptic transmission,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-2 receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-27-mediated signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
double-strand break repair via break-induced replication,0.0,1.0,1.0,,Pure_NetAn_GO
double-stranded DNA 3'-5' DNA exonuclease activity,0.0,1.0,1.0,,Pure_NetAn_GO
double-stranded RNA adenosine deaminase activity,0.0,1.0,1.0,,Pure_NetAn_GO
dopaminergic neuron differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
dorsal/ventral neural tube patterning,0.0,1.0,1.0,,Pure_NetAn_GO
intermediate filament binding,0.0,1.0,1.0,,Pure_NetAn_GO
intermediate filament cytoskeleton organization,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-33-mediated signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-6 receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-6 receptor binding,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-6 receptor complex,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-18 receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-2 binding,0.0,1.0,1.0,,Pure_NetAn_GO
double-stranded methylated DNA binding,0.0,1.0,1.0,,Pure_NetAn_GO
doxorubicin metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
drinking behavior,0.0,1.0,1.0,,Pure_NetAn_GO
intermediate-density lipoprotein particle,0.0,1.0,1.0,,Pure_NetAn_GO
interstitial matrix,0.0,1.0,1.0,,Pure_NetAn_GO
intestinal absorption,0.0,1.0,1.0,,Pure_NetAn_GO
intestinal cholesterol absorption,0.0,1.0,1.0,,Pure_NetAn_GO
intermediate conductance calcium-activated potassium channel activity,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear retinoid X receptor binding,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear polyadenylation-dependent rRNA catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear pore central transport channel,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear pore complex assembly,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear pore nuclear basket,0.0,1.0,1.0,,Pure_NetAn_GO
norepinephrine biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
norepinephrine metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
norepinephrine transport,0.0,1.0,1.0,,Pure_NetAn_GO
norepinephrine uptake,0.0,1.0,1.0,,Pure_NetAn_GO
"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay",0.0,1.0,1.0,,Pure_NetAn_GO
nuclear pore outer ring,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear protein quality control by the ubiquitin-proteasome system,0.0,1.0,1.0,,Pure_NetAn_GO
norepinephrine:sodium symporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
nose development,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear RNA export factor complex,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear androgen receptor binding,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear cap binding complex,0.0,1.0,1.0,,Pure_NetAn_GO
nonhomologous end joining complex,0.0,1.0,1.0,,Pure_NetAn_GO
noradrenergic neuron differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear inner membrane,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear lamina,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear lumen,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear envelope lumen,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear estrogen receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear exosome (RNase complex),0.0,1.0,1.0,,Pure_NetAn_GO
cGMP-dependent protein kinase activity,0.0,1.0,1.0,,Pure_NetAn_GO
cadmium ion binding,0.0,1.0,1.0,,Pure_NetAn_GO
cadmium ion transmembrane transport,0.0,1.0,1.0,,Pure_NetAn_GO
cAMP catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
cAMP response element binding protein binding,0.0,1.0,1.0,,Pure_NetAn_GO
cAMP-dependent protein kinase activity,0.0,1.0,1.0,,Pure_NetAn_GO
cAMP-dependent protein kinase complex,0.0,1.0,1.0,,Pure_NetAn_GO
calcineurin complex,0.0,1.0,1.0,,Pure_NetAn_GO
calcineurin-NFAT signaling cascade,0.0,1.0,1.0,,Pure_NetAn_GO
calcitonin binding,0.0,1.0,1.0,,Pure_NetAn_GO
calcitonin gene-related peptide receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
calcitriol biosynthetic process from calciol,0.0,1.0,1.0,,Pure_NetAn_GO
cGMP binding,0.0,1.0,1.0,,Pure_NetAn_GO
cGMP catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
calcium channel inhibitor activity,0.0,1.0,1.0,,Pure_NetAn_GO
calcium import into the mitochondrion,0.0,1.0,1.0,,Pure_NetAn_GO
calcium ion sensor activity,0.0,1.0,1.0,,Pure_NetAn_GO
cadmium ion transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
calcidiol 1-monooxygenase activity,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear pore organization,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear mRNA surveillance,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear membrane organization,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear membrane reassembly,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear migration,0.0,1.0,1.0,,Pure_NetAn_GO
nuclear origin of replication recognition complex,0.0,1.0,1.0,,Pure_NetAn_GO
oligosaccharyltransferase complex,0.0,1.0,1.0,,Pure_NetAn_GO
one-carbon metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
opsonization,0.0,1.0,1.0,,Pure_NetAn_GO
optic nerve development,0.0,1.0,1.0,,Pure_NetAn_GO
olfactory receptor binding,0.0,1.0,1.0,,Pure_NetAn_GO
nucleoside diphosphate phosphatase activity,0.0,1.0,1.0,,Pure_NetAn_GO
nucleoside monophosphate phosphorylation,0.0,1.0,1.0,,Pure_NetAn_GO
nucleoside phosphotransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
"nuclear-transcribed mRNA catabolic process, no-go decay",0.0,1.0,1.0,,Pure_NetAn_GO
nucleobase-containing small molecule interconversion,0.0,1.0,1.0,,Pure_NetAn_GO
nucleoside triphosphate adenylate kinase activity,0.0,1.0,1.0,,Pure_NetAn_GO
nucleoside triphosphate catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
nucleoside triphosphate diphosphatase activity,0.0,1.0,1.0,,Pure_NetAn_GO
nucleoside:sodium symporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
nucleocytoplasmic transport,0.0,1.0,1.0,,Pure_NetAn_GO
nucleolar ribonuclease P complex,0.0,1.0,1.0,,Pure_NetAn_GO
nucleolus,0.20615334947538339,1.0,1.0,"AATF, ACADVL, AOPEP, ARL4D, ATM, BLM, CASP1, CDC6, CDK5RAP3, CDKN2A, CHD3, COIL, CPS1, DDX10, DDX52, DNAJC21, DROSHA, EME1, ETV4, EWSR1, FANCD2, HAP1, IFI35, KAT7, KIF18B, KLLN, MED1, MKS1, NBN, NF1, NF2, NLE1, P3H4, PLEKHM1, POLR2A, PPM1D, RAD51, RARA, RASL10A, RDM1, RPL19, RPL23, RPL26, RPL27, SDHA, SENP3, TAF15, TOP2A, TP53, UBTF, UTP18, WRN",Pure_NetAn_GO
cAMP-dependent protein kinase regulator activity,0.0,1.0,1.0,,Pure_NetAn_GO
cAMP-mediated signaling,0.0,1.0,1.0,,Pure_NetAn_GO
nucleosome assembly,0.0,1.0,1.0,,Pure_NetAn_GO
nucleosome organization,0.0,1.0,1.0,,Pure_NetAn_GO
nucleoside transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
nucleoside transport,0.0,1.0,1.0,,Pure_NetAn_GO
early endosome to Golgi transport,0.0,1.0,1.0,,Pure_NetAn_GO
early phagosome,0.0,1.0,1.0,,Pure_NetAn_GO
ectopic germ cell programmed cell death,0.0,1.0,1.0,,Pure_NetAn_GO
dynein heavy chain binding,0.0,1.0,1.0,,Pure_NetAn_GO
dynein light chain binding,0.0,1.0,1.0,,Pure_NetAn_GO
dystroglycan binding,0.0,1.0,1.0,,Pure_NetAn_GO
ear development,0.0,1.0,1.0,,Pure_NetAn_GO
integrin alpha5-beta1 complex,0.0,1.0,1.0,,Pure_NetAn_GO
integrin alphav-beta8 complex,0.0,1.0,1.0,,Pure_NetAn_GO
egg coat,0.0,1.0,1.0,,Pure_NetAn_GO
elastic fiber,0.0,1.0,1.0,,Pure_NetAn_GO
elastic fiber assembly,0.0,1.0,1.0,,Pure_NetAn_GO
electron-transferring-flavoprotein dehydrogenase activity,0.0,1.0,1.0,,Pure_NetAn_GO
early endosome lumen,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-11 receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
intercellular canaliculus,0.0,1.0,1.0,,Pure_NetAn_GO
interchromatin granule,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-1 binding,0.0,1.0,1.0,,Pure_NetAn_GO
integrin activation,0.0,1.0,1.0,,Pure_NetAn_GO
integrin alpha4-beta7 complex,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-17A-mediated signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-18 binding,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-1 receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-1 receptor antagonist activity,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-1 receptor binding,0.0,1.0,1.0,,Pure_NetAn_GO
"interleukin-1, type I, activating receptor activity",0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-1-mediated signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-10 receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
branching morphogenesis of a nerve,0.0,1.0,1.0,,Pure_NetAn_GO
branchiomotor neuron axon guidance,0.0,1.0,1.0,,Pure_NetAn_GO
brainstem development,0.0,1.0,1.0,,Pure_NetAn_GO
branched-chain amino acid catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
box C/D methylation guide snoRNP complex,0.0,1.0,1.0,,Pure_NetAn_GO
box H/ACA snoRNA binding,0.0,1.0,1.0,,Pure_NetAn_GO
box H/ACA snoRNP complex,0.0,1.0,1.0,,Pure_NetAn_GO
bradykinin catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
cAMP binding,0.0,1.0,1.0,,Pure_NetAn_GO
cAMP biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
branching involved in blood vessel morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
branching involved in labyrinthine layer morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
branching involved in mammary gland duct morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
branching involved in salivary gland morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
olfactory bulb development,0.0,1.0,1.0,,Pure_NetAn_GO
nucleotide-activated protein kinase complex,0.0,1.0,1.0,,Pure_NetAn_GO
